Issue Type,Summary,Description,Epic Name,Epic Link,Labels,Priority,Requirement ID,Phase,Acceptance Criteria,Component
Story,"PRIV-026: Provide data export governance including purpose, recipient, expiry and watermark/manifest where appropriate","h2. Normative
The platform shall provide data export governance including purpose, recipient, expiry and watermark/manifest where appropriate.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `PRIV-026`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: PRIV-026
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-04
",,EPIC-P0-04,"phase-0,visibility,privacy,req-id,must,priv-026",High,PRIV-026,0,Given synthetic fixtures for tenant A; when exercising `PRIV-026`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,PRIV
Story,PRIV-027: Provide detection of policy overreach such as monitoring population expansion beyond approved scope,"h2. Normative
The platform shall provide detection of policy overreach such as monitoring population expansion beyond approved scope.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `PRIV-027`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: PRIV-027
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-04
",,EPIC-P0-04,"phase-0,visibility,privacy,req-id,must,priv-027",High,PRIV-027,0,Given synthetic fixtures for tenant A; when exercising `PRIV-027`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,PRIV
Story,PRIV-028: Provide privacy-safe incident demos using synthetic data rather than real employee content,"h2. Normative
The platform shall provide privacy-safe incident demos using synthetic data rather than real employee content.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `PRIV-028`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: PRIV-028
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-04
",,EPIC-P0-04,"phase-0,visibility,privacy,req-id,must,priv-028",High,PRIV-028,0,Given synthetic fixtures for tenant A; when exercising `PRIV-028`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,PRIV
Story,PRIV-029: Provide documented ethical-use policy and product guardrails prohibiting covert consumer/partner surveillance use,"h2. Normative
The platform shall provide documented ethical-use policy and product guardrails prohibiting covert consumer/partner surveillance use.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `PRIV-029`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: PRIV-029
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-04
",,EPIC-P0-04,"phase-0,visibility,privacy,req-id,must,priv-029",High,PRIV-029,0,Given synthetic fixtures for tenant A; when exercising `PRIV-029`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,PRIV
Story,"PRIV-030: Provide privacy and security controls for AI prompts, RAG context and generated investigation summaries","h2. Normative
The platform shall provide privacy and security controls for AI prompts, RAG context and generated investigation summaries.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `PRIV-030`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: PRIV-030
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-04
",,EPIC-P0-04,"phase-0,visibility,privacy,req-id,must,priv-030",High,PRIV-030,0,Given synthetic fixtures for tenant A; when exercising `PRIV-030`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,PRIV
Story,AGENT-001: Signed endpoint agent,"h2. Normative
The platform shall provide cryptographically signed, versioned endpoint agents with secure update verification and tamper-evident identity.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-001`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-001
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-05
",,EPIC-P0-05,"phase-0,visibility,endpoint,req-id,must,agent-001",High,AGENT-001,0,Given synthetic fixtures for tenant A; when exercising `AGENT-001`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT
Story,AGENT-002: Metadata-first default collection,"h2. Normative
The endpoint agent shall default to metadata-first collection and shall not collect keystrokes, message bodies, continuous video or precise GPS unless an authorized policy explicitly elevates observation.

h2. Acceptance (v1.2)
Fresh Windows enrollment: Level-1 metadata only; screenshot/keystroke collectors enabled=false in applied policy snapshot.

h2. Traceability
* Requirement: AGENT-002
* Edition: Visibility
* Strategy: SURPASS
* Release gate: Visibility GA
* Parent epic: EPIC-P0-05
",,EPIC-P0-05,"phase-0,visibility,endpoint,req-id,must,agent-002",Highest,AGENT-002,0,Fresh Windows enrollment: Level-1 metadata only; screenshot/keystroke collectors enabled=false in applied policy snapshot.,AGENT
Story,AGENT-003: Authenticate each agent/device using unique device-bound credentials and rotate them automatically,"h2. Normative
The platform shall authenticate each agent/device using unique device-bound credentials and rotate them automatically.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-003
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-05
",,EPIC-P0-05,"phase-0,visibility,endpoint,req-id,must,agent-003",High,AGENT-003,0,Given synthetic fixtures for tenant A; when exercising `AGENT-003`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT
Story,AGENT-004: Encrypt telemetry and evidence in transit using current TLS with certificate validation and pinning where operationally appropriate,"h2. Normative
The platform shall encrypt telemetry and evidence in transit using current TLS with certificate validation and pinning where operationally appropriate.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-004`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-004
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-05
",,EPIC-P0-05,"phase-0,visibility,endpoint,req-id,must,agent-004",High,AGENT-004,0,Given synthetic fixtures for tenant A; when exercising `AGENT-004`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT
Story,AGENT-005: Buffer events locally during connectivity loss and upload them in order with deduplication after reconnection,"h2. Normative
The platform shall buffer events locally during connectivity loss and upload them in order with deduplication after reconnection.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-005`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-005
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-05
",,EPIC-P0-05,"phase-0,visibility,endpoint,req-id,must,agent-005",High,AGENT-005,0,Given synthetic fixtures for tenant A; when exercising `AGENT-005`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT
Story,AGENT-006: Protect local queues and configuration using OS-backed encryption and integrity checks,"h2. Normative
The platform shall protect local queues and configuration using OS-backed encryption and integrity checks.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-006`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-006
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-05
",,EPIC-P0-05,"phase-0,visibility,endpoint,req-id,must,agent-006",High,AGENT-006,0,Given synthetic fixtures for tenant A; when exercising `AGENT-006`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT
Story,"AGENT-007: Expose agent health including online state, last check-in, version, policy version, queue depth, upload lag, errors and warnings","h2. Normative
The platform shall expose agent health including online state, last check-in, version, policy version, queue depth, upload lag, errors and warnings.

h2. Acceptance (v1.2)
Given synthetic fixtures for tenant A; when exercising `AGENT-007`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.

h2. Traceability
* Requirement: AGENT-007
* Edition: Visibility
* Strategy: ADAPT
* Release gate: Visibility GA
* Parent epic: EPIC-P0-05
",,EPIC-P0-05,"phase-0,visibility,endpoint,req-id,must,agent-007",High,AGENT-007,0,Given synthetic fixtures for tenant A; when exercising `AGENT-007`; then normative behavior is observable via UI/API/events/audit within applicable NFR latency; unauthorized tenant/role/purpose denied with audit; gate `Visibility GA` checks pass. Min: 1 positive + 1 negative automated test linked to this ID.,AGENT
